"codigo_mesa";"codigo_prato";"quantidade_pedido";"codigo_situacao_pedido"
8525;269;"4";3
6710;520;"4";3
8662;678;"2";3
5749;698;"6";2
9996;147;"5";2
1764;656;"2";2
2086;374;"4";3
783;895;"6";3
1784;920;"6";3
498;483;"6";3
8592;132;"5";2
847;925;"2";2
1154;109;"6";3
2538;469;"4";2
2283;836;"4";2
6401;731;"6";2
1206;31;"6";2
5863;275;"2";2
3609;687;"2";2
6490;241;"1";3
7813;180;"6";3
4921;146;"3";2
8469;632;"4";2
8229;777;"3";2
8886;140;"3";3
8077;299;"3";2
1155;337;"1";2
1750;535;"1";2
7050;208;"5";2
3697;86;"5";2
3844;574;"4";2
5678;265;"3";3
4920;401;"1";2
6978;793;"4";2
7211;801;"2";3
4980;976;"1";3
679;417;"4";2
5405;728;"1";2
8053;899;"4";3
1476;670;"6";2
6966;837;"4";2
6864;206;"1";3
8232;894;"2";2
4314;275;"6";3
9572;500;"3";2
9294;538;"4";3
4194;680;"5";2
8540;181;"1";2
3246;221;"3";2
4549;435;"4";3
5907;382;"5";2
3249;192;"3";2
971;883;"3";2
6123;808;"2";3
8645;675;"6";3
6577;939;"1";2
7216;464;"3";2
6016;958;"6";3
1972;80;"5";2
8455;769;"6";3
7897;932;"5";2
219;22;"6";3
1391;192;"6";3
4274;395;"4";3
5232;687;"5";3
1260;628;"5";3
4641;676;"4";3
143;381;"6";2
5069;23;"3";3
5818;56;"3";3
2148;308;"3";3
9207;109;"5";2
2580;964;"6";2
7216;728;"1";3
464;497;"1";3
744;734;"3";2
278;8;"2";3
7048;890;"3";2
5503;386;"5";3
6370;122;"6";2
3171;387;"1";2
8160;997;"5";3
7734;666;"2";2
9392;424;"4";2
6353;473;"6";2
7299;256;"5";3
7279;768;"4";3
2906;752;"4";3
8839;932;"2";2
9641;36;"1";2
8104;52;"4";3
3392;790;"2";3
9459;7;"6";2
7218;296;"3";3
6829;188;"1";3
4467;144;"6";3
9299;896;"6";2
7820;723;"4";2
6336;53;"2";3
6855;533;"2";2
531;754;"1";3
6291;573;"5";2
3480;80;"3";3
640;149;"1";2
4664;406;"4";3
6361;519;"3";3
209;699;"1";3
8850;657;"5";2
9768;617;"2";3
9494;193;"5";2
1420;961;"1";3
7570;676;"6";2
2165;346;"1";3
2548;524;"4";2
7564;474;"5";2
4654;720;"4";3
759;291;"6";3
1330;756;"4";3
9291;804;"3";2
4010;494;"3";2
6357;350;"2";3
5090;846;"2";2
4815;663;"2";3
612;903;"4";3
4526;957;"6";3
3028;145;"3";3
1279;798;"5";3
7141;321;"6";2
1873;702;"2";2
5584;676;"3";3
7109;164;"6";2
3828;501;"6";2
6711;485;"6";3
589;483;"5";2
9819;988;"1";3
7866;10;"2";2
1397;990;"5";3
9527;193;"1";3
3258;858;"4";3
9605;539;"5";2
9589;268;"3";2
9274;70;"4";3
3463;556;"2";3
5291;123;"1";3
6403;490;"6";3
1529;139;"6";2
2857;218;"1";2
4845;704;"5";2
1966;935;"2";2
1376;122;"4";3
2489;667;"6";3
3295;212;"2";3
8360;574;"6";2
2003;844;"5";3
4563;204;"1";2
5727;933;"2";2
9740;414;"1";2
1077;116;"4";3
3940;417;"3";2
4916;656;"2";2
1836;43;"1";2
6667;959;"2";2
1856;822;"1";2
2897;878;"2";3
2876;648;"1";3
2562;788;"1";3
4929;848;"2";2
1658;217;"1";3
4489;983;"1";3
9365;418;"2";3
6495;54;"4";3
6740;689;"3";2
9103;467;"1";2
5519;993;"6";3
1013;24;"3";2
836;364;"2";2
9019;472;"1";3
9271;346;"6";2
4675;82;"1";2
7299;874;"1";2
7224;957;"2";2
1994;445;"2";2
7720;865;"4";3
7125;38;"2";2
5568;478;"6";3
3599;479;"2";2
4291;949;"4";3
6105;390;"1";2
6613;484;"6";3
8066;970;"3";2
4337;365;"2";2
7727;740;"4";3
8862;694;"6";2
9050;763;"4";2
2318;218;"1";3
1147;118;"1";3
8814;403;"1";3
6104;184;"1";3
7576;744;"5";2
8777;429;"5";3
3525;579;"2";3
4270;539;"4";3
8701;267;"2";2
208;906;"5";2
8381;492;"5";3
8353;345;"5";2
4047;787;"6";2
4678;634;"4";3
8265;4;"5";2
1790;84;"1";2
6118;651;"5";3
6653;530;"3";2
101;741;"3";3
3524;883;"4";3
5859;820;"4";3
9983;159;"4";2
7781;724;"4";3
4737;379;"6";3
30;99;"3";2
2078;403;"4";2
2651;294;"4";3
8938;911;"5";3
8862;376;"6";3
5682;311;"4";3
168;632;"4";3
5506;782;"3";3
340;447;"5";3
329;761;"5";2
1808;191;"2";3
7710;903;"3";3
8607;971;"1";3
2187;283;"6";3
5469;437;"4";2
9617;604;"1";3
9468;136;"2";3
2378;497;"6";3
6169;215;"4";2
2959;130;"4";2
4421;346;"1";3
6323;238;"1";2
2900;673;"3";3
9064;93;"4";3
9595;428;"2";2
4604;811;"3";2
8758;175;"3";3
1483;681;"3";3
5331;130;"2";3
6763;446;"3";3
2617;283;"5";2
8426;348;"1";2
717;363;"4";2
5817;868;"1";3
2972;475;"1";2
2688;988;"2";2
7397;246;"2";2
9059;233;"5";2
5873;701;"4";3
8491;523;"5";2
1910;669;"3";3
2522;531;"5";3
4337;796;"5";2
9751;75;"2";3
9053;987;"4";3
961;158;"6";3
3267;841;"3";3
3727;265;"3";2
9;85;"3";3
691;875;"3";3
5956;90;"3";3
256;134;"6";3
6559;177;"6";2
529;975;"4";3
257;25;"3";3
8650;178;"5";2
4038;687;"3";3
3589;532;"1";2
3450;478;"6";2
9654;541;"5";3
4188;387;"2";2
3351;894;"5";3
9058;845;"6";3
335;187;"4";2
9477;235;"1";2
5270;57;"5";2
6809;299;"5";2
5457;581;"2";2
6961;82;"1";3
5410;15;"6";3
1569;404;"3";2
2220;54;"6";3
2778;126;"1";3
8990;602;"1";3
9447;509;"1";2
4939;646;"6";3
7909;332;"6";3
2980;784;"1";2
8960;33;"4";2
1287;86;"3";2
3814;59;"4";3
8325;981;"5";2
4546;495;"2";2
2896;395;"4";3
6433;747;"5";2
4276;394;"6";3
4205;869;"4";2
2698;591;"1";2
1725;3;"1";2
9173;734;"6";2
9492;509;"6";3
3503;717;"1";2
3454;93;"4";2
7346;943;"4";3
1140;778;"1";3
4851;156;"5";3
4619;744;"5";2
344;154;"1";2
1645;654;"3";2
314;289;"5";2
2042;299;"2";2
8946;998;"6";3
7393;818;"2";3
4328;611;"1";3
4096;352;"3";2
1677;665;"6";3
53;627;"2";3
4352;660;"5";3
9024;220;"2";3
5171;392;"5";3
5798;951;"6";2
7363;433;"1";3
3099;121;"2";3
1484;193;"4";3
6860;296;"5";2
315;97;"5";2
6024;685;"6";2
2945;87;"1";2
9206;889;"2";2
7736;488;"4";2
3697;612;"1";3
8451;79;"1";3
4650;695;"2";3
9915;802;"1";2
7915;264;"3";3
2392;167;"4";2
1097;289;"5";2
5407;239;"4";2
3770;156;"1";3
8912;947;"4";2
6241;693;"4";2
75;788;"4";3
5964;914;"4";3
4876;389;"5";3
7343;158;"4";2
2249;114;"5";2
1430;589;"2";2
6988;579;"1";3
2896;222;"5";3
5588;411;"4";3
5860;215;"3";2
5478;168;"5";3
362;552;"1";3
9623;850;"3";3
5663;455;"5";3
1313;124;"3";3
9092;720;"3";2
8581;336;"6";2
6246;752;"4";3
3874;690;"1";2
9407;122;"2";3
7411;121;"6";3
2399;850;"1";2
3113;431;"4";3
1823;724;"6";3
591;844;"5";3
8624;38;"6";2
4627;487;"6";3
8752;170;"2";2
8714;781;"3";2
5086;905;"5";2
5820;941;"1";2
9226;371;"3";2
5945;98;"2";2
6780;231;"3";3
3787;318;"3";3
6285;171;"3";3
3391;594;"2";3
6765;609;"4";2
1797;25;"2";3
3775;993;"2";2
8585;323;"2";2
8120;535;"2";2
5456;624;"5";3
2824;958;"2";2
8166;875;"6";3
5030;759;"5";3
9735;888;"6";2
9839;149;"3";3
9990;660;"6";3
7664;828;"4";2
6101;430;"5";3
9843;284;"3";2
7651;948;"4";3
2525;490;"5";2
8110;29;"6";3
5818;926;"5";2
3356;766;"6";3
7584;665;"6";2
617;200;"2";2
9541;484;"4";3
2300;565;"6";2
3837;745;"4";3
884;884;"5";3
1086;414;"5";2
8453;606;"4";3
9297;54;"2";2
7843;760;"5";2
6507;948;"6";2
7532;797;"3";3
3050;735;"5";2
2519;94;"2";2
8852;670;"5";3
9759;980;"2";3
5121;598;"3";2
1817;381;"4";3
2971;34;"2";2
7778;200;"2";2
1785;999;"3";2
6439;591;"2";3
6798;703;"5";2
4849;535;"4";2
7140;417;"2";2
7690;987;"4";3
9121;508;"4";2
3811;949;"4";3
1739;717;"1";3
1384;54;"1";2
4558;814;"4";3
5522;950;"6";3
1891;250;"1";2
7915;934;"1";2
6213;263;"2";3
8781;784;"2";2
3442;1000;"3";2
7229;525;"4";3
5704;480;"6";3
8980;884;"3";3
1939;199;"1";3
2493;690;"5";2
5396;912;"4";3
6921;978;"2";3
6771;224;"4";2
9797;748;"5";3
1138;762;"4";3
6919;976;"2";2
1039;646;"1";3
6125;913;"4";2
9998;559;"6";2
3575;410;"5";2
3560;102;"2";3
5401;126;"6";3
8477;424;"3";3
8924;445;"2";3
744;636;"1";2
4173;81;"3";2
1282;81;"1";2
3907;178;"6";2
1830;638;"6";3
9123;210;"2";3
2126;825;"5";3
7039;96;"2";2
3811;713;"6";3
543;962;"5";2
9144;78;"5";2
5428;623;"3";2
9613;314;"1";3
1161;398;"1";3
1525;294;"5";2
4631;792;"1";3
6849;431;"1";2
5495;632;"5";3
6350;290;"5";2
6585;89;"4";2
9079;471;"4";3
7955;606;"3";3
8473;507;"3";2
2186;629;"1";3
2778;976;"4";2
7747;909;"4";3
4483;231;"1";3
6768;364;"2";2
5968;416;"4";2
9541;864;"5";3
9456;632;"2";2
4104;922;"4";3
9967;901;"6";3
1255;284;"6";2
3321;562;"6";2
8548;613;"5";2
8434;979;"5";3
6133;749;"6";2
7337;979;"6";2
1641;526;"6";2
8132;228;"3";3
2693;642;"3";2
5063;95;"2";3
8529;505;"6";2
241;189;"5";2
7727;931;"3";2
1014;544;"4";2
4679;999;"1";2
8553;173;"4";3
2235;413;"2";3
5485;639;"1";3
2216;430;"4";2
69;689;"3";3
3746;632;"6";3
9099;881;"4";2
4508;893;"5";3
5283;261;"6";2
8253;209;"1";3
6825;437;"1";2
1344;194;"3";2
3468;255;"3";2
8115;384;"1";3
3630;787;"2";2
5921;866;"1";3
4745;841;"2";2
3433;919;"2";3
3332;556;"6";2
2749;670;"1";3
9433;282;"3";2
154;290;"4";2
9559;763;"2";2
7866;144;"1";3
3021;136;"5";2
449;499;"3";2
9829;649;"5";3
4212;285;"3";2
300;695;"6";2
9077;563;"4";3
7381;875;"3";2
9294;780;"4";3
8740;695;"2";2
6044;553;"2";3
7949;165;"3";3
1933;548;"6";3
9096;368;"1";2
778;323;"3";3
4228;541;"5";3
6077;767;"6";3
9334;259;"4";3
4473;190;"5";3
201;517;"1";3
5385;588;"6";3
9185;660;"4";3
6541;711;"3";2
2995;38;"3";2
3709;489;"2";3
2716;622;"3";2
2750;142;"5";2
1698;965;"4";3
7640;815;"1";2
4846;861;"4";3
6677;396;"1";2
6672;9;"2";2
7989;412;"4";2
7573;104;"2";3
9637;986;"4";2
9153;508;"6";3
1841;903;"6";3
8036;547;"5";3
1567;762;"4";3
933;935;"2";2
7438;759;"3";3
6834;280;"6";3
9965;514;"4";2
9136;403;"5";3
8499;349;"6";3
920;258;"5";3
9159;229;"6";2
4537;556;"2";2
388;172;"1";2
5669;4;"6";3
2569;233;"6";2
7613;537;"6";2
6303;737;"2";2
8718;157;"1";3
2820;647;"4";2
7716;953;"5";3
5984;24;"5";2
4422;410;"6";2
9433;966;"2";3
7759;448;"5";3
5148;402;"1";2
8926;332;"4";2
5566;254;"6";2
5623;321;"1";3
2648;621;"1";2
1445;374;"3";2
3726;443;"4";2
6812;724;"4";3
7509;911;"5";3
4915;193;"6";3
1036;411;"5";3
4243;262;"6";2
7109;142;"2";2
2126;204;"2";3
1276;139;"2";2
8048;336;"4";3
4850;192;"6";2
5015;176;"3";2
1667;954;"1";3
5371;431;"5";2
2598;863;"1";2
4107;402;"2";2
3074;808;"5";3
2586;694;"5";2
8561;877;"6";2
1978;973;"1";2
4458;200;"3";3
3666;532;"1";3
3763;126;"4";2
1143;16;"5";3
1205;255;"4";3
6615;552;"3";2
4264;944;"2";3
1832;594;"1";3
1175;696;"1";3
2255;300;"3";3
5963;906;"6";2
7942;288;"1";3
8305;233;"5";2
6278;545;"5";3
4025;152;"5";2
5684;898;"3";2
8036;779;"6";3
5330;373;"6";2
1237;953;"1";2
2373;986;"6";3
1902;158;"2";3
8993;129;"4";2
9082;390;"6";2
7009;916;"1";3
5334;641;"5";2
5988;64;"1";2
3955;510;"3";3
2248;338;"5";2
9734;648;"6";2
308;967;"6";3
1786;905;"5";2
6921;211;"4";3
4245;171;"2";3
3439;473;"1";3
3178;269;"5";3
8;813;"4";3
3219;632;"1";2
5287;321;"2";2
8245;52;"1";2
496;414;"4";2
4777;583;"6";3
9361;477;"1";3
7785;258;"6";3
9293;483;"3";2
172;814;"4";3
2186;816;"2";3
5171;863;"3";2
7945;779;"5";2
8380;935;"2";3
4582;674;"1";3
3410;802;"4";2
6605;908;"4";3
8918;576;"5";2
64;871;"4";2
4764;176;"4";2
7677;171;"3";2
8720;804;"1";2
9248;420;"4";3
949;300;"3";2
8636;983;"6";3
1189;494;"5";2
6771;502;"6";3
2519;628;"1";2
3740;160;"3";3
5568;448;"3";3
9014;858;"6";3
3871;815;"1";3
6783;939;"5";2
4835;831;"5";3
4088;260;"1";2
4945;354;"4";2
9811;280;"4";2
4614;374;"3";3
913;124;"1";2
4655;442;"6";2
4971;348;"6";3
2438;940;"1";3
7965;873;"6";2
9200;123;"1";3
8327;832;"5";2
83;766;"1";2
4748;519;"4";2
9634;770;"1";3
1425;30;"6";2
9607;974;"5";2
205;93;"3";2
3865;189;"3";2
5495;544;"1";2
2026;498;"6";3
5029;579;"5";3
4504;808;"2";3
5649;538;"4";2
7234;439;"2";3
6426;618;"4";2
8239;127;"4";3
2162;223;"3";2
3875;816;"2";2
9961;894;"3";3
9242;318;"4";3
3746;868;"4";3
5378;163;"3";2
1975;60;"5";3
7895;446;"4";3
3846;218;"1";3
685;302;"2";2
6644;778;"4";2
6254;160;"2";2
9764;767;"5";2
6410;967;"4";3
5852;862;"4";3
8959;805;"2";3
2723;454;"2";3
346;732;"2";2
8725;172;"3";2
3898;375;"6";3
3953;68;"3";2
2741;738;"2";2
4835;714;"3";3
6932;668;"2";3
2891;788;"4";3
2461;91;"5";3
542;734;"6";3
7534;853;"3";2
9547;109;"2";3
5311;389;"2";2
1964;375;"5";3
514;478;"2";3
5307;948;"1";2
5300;742;"4";2
2653;994;"6";2
9886;861;"2";2
7049;465;"6";3
9662;351;"1";3
66;566;"5";2
8951;79;"1";2
8795;168;"5";3
9069;241;"3";3
2564;677;"1";3
5494;957;"6";3
2064;891;"5";3
4916;993;"4";3
9244;311;"2";3
5577;383;"5";2
2987;87;"2";2
5155;611;"3";3
463;53;"6";3
4417;52;"4";3
1768;717;"2";3
6003;856;"4";2
6323;89;"5";2
922;133;"6";3
9963;127;"5";3
6357;90;"2";3
9180;465;"2";2
4007;911;"6";3
8146;212;"3";3
7736;523;"6";3
2295;596;"5";2
410;991;"5";2
2420;318;"2";3
7259;859;"1";2
7109;717;"1";3
4353;175;"5";3
8970;614;"1";3
5598;881;"6";3
4456;814;"1";3
8392;997;"6";2
3793;505;"4";3
8453;94;"5";2
6766;558;"1";2
2823;158;"6";3
9368;529;"3";2
3731;451;"2";3
3948;639;"1";2
9490;43;"3";3
6430;881;"4";2
6940;731;"5";3
6926;815;"4";3
6122;750;"6";2
8985;956;"2";3
194;640;"1";2
2512;2;"1";3
755;786;"1";3
5962;94;"1";2
7327;905;"2";2
9006;154;"5";3
4079;853;"5";3
3527;22;"1";2
6503;695;"3";2
9715;873;"5";3
651;598;"3";3
1036;646;"5";3
8982;938;"3";2
4449;42;"6";2
6025;27;"6";2
2969;569;"5";2
8883;354;"6";3
7003;595;"4";2
1549;188;"3";3
8779;744;"3";3
5260;996;"3";3
5640;74;"6";3
2648;387;"3";3
4003;703;"3";2
9642;210;"2";2
2043;342;"5";2
1926;145;"3";2
5622;713;"6";3
2936;472;"4";3
3254;757;"6";2
2646;304;"3";2
1308;297;"6";3
6428;202;"1";2
4024;744;"2";3
6597;336;"5";3
4223;463;"2";2
3815;433;"4";2
3894;177;"2";2
3769;314;"6";3
726;766;"6";3
772;696;"1";2
9678;550;"3";2
6195;401;"5";2
9766;517;"4";3
2229;115;"4";3
5382;312;"1";3
5118;57;"6";3
9186;902;"4";2
2503;691;"2";2
8473;590;"6";2
4110;462;"3";2
857;163;"2";2
8891;25;"4";2
486;995;"2";2
6816;476;"3";2
8521;219;"1";2
2181;502;"3";2
4191;38;"3";2
4670;864;"1";3
3703;388;"3";3
5261;428;"4";3
5164;935;"1";2
1947;647;"4";3
1770;18;"2";3
7651;485;"2";3
3883;641;"6";3
9256;961;"5";3
9104;298;"3";3
2698;230;"2";3
5034;494;"1";2
1518;918;"4";2
6852;776;"5";2
4829;399;"3";3
4215;239;"3";2
7038;77;"3";3
8893;707;"4";3
1439;38;"3";3
6288;14;"5";2
8729;669;"1";2
4699;259;"5";2
9962;895;"1";3
7498;117;"5";3
4896;322;"3";3
8361;632;"4";2
5351;660;"1";3
6847;708;"4";3
9112;868;"3";2
5170;71;"1";2
2965;911;"6";2
7221;499;"3";3
3482;347;"4";3
2468;419;"3";3
1389;691;"3";3
190;591;"6";2
6135;389;"1";3
1301;219;"6";3
71;351;"4";3
1607;977;"6";2
194;594;"4";3
9447;473;"5";2
3119;781;"6";3
9634;669;"3";3
2414;959;"5";2
4053;345;"5";2
1805;238;"4";2
548;672;"1";3
6369;313;"4";3
7571;345;"2";3
1974;785;"2";3
9954;83;"4";3
6040;713;"1";3
7415;66;"6";3
4944;853;"5";3
2464;207;"6";3
8357;193;"3";3
4940;933;"5";2
2952;419;"1";2
9773;406;"5";2
8473;463;"6";3
2670;479;"5";3
1930;983;"1";2
5693;188;"6";2
9374;254;"2";3
9338;494;"2";2
8669;163;"1";2
3691;677;"5";2
8098;906;"2";2
7597;314;"2";2
7694;302;"3";3
8245;971;"3";3
5115;72;"1";3
1671;986;"4";3
5847;23;"1";2
5218;981;"2";2
2358;8;"2";3
506;772;"6";2
7434;607;"3";2
8943;890;"2";3
428;405;"6";3
3983;561;"2";3
3970;81;"5";3
2747;728;"5";3
702;32;"6";3
9435;223;"2";2
8411;486;"5";2
2234;520;"6";3
1550;560;"5";3
4900;622;"3";2
6602;974;"3";3
3376;967;"6";2
2291;894;"4";2
7825;483;"5";3
704;915;"4";2
1268;997;"4";2
8053;957;"1";2
5968;638;"5";3
3379;475;"4";2
8090;388;"5";2
6625;443;"5";2
2100;539;"3";3
188;90;"6";2
1319;983;"4";2
3096;878;"6";2
34;187;"1";2
6992;281;"2";3
1974;344;"2";3
1866;349;"6";3
4924;527;"1";2
6773;778;"4";2
7438;396;"2";3
428;565;"6";3
6918;762;"4";3
3901;715;"6";2
1110;721;"5";2
6485;954;"1";2
6230;924;"3";2
5179;559;"3";3
6609;69;"6";2
4860;253;"2";3
7504;424;"5";2
6679;97;"4";2
694;869;"6";3
7581;266;"2";3
9544;217;"6";3
4343;390;"1";2
7114;35;"4";2
1963;478;"1";3
5715;279;"5";3
3461;180;"5";3
2281;195;"2";2
5479;378;"2";3
5489;213;"4";2
3481;995;"1";2
9660;481;"3";3
8728;450;"4";2
8511;275;"4";2
2460;791;"5";2
9991;363;"5";3
8692;472;"4";2
1882;415;"2";2
4529;746;"5";3
9071;332;"5";3
930;536;"2";2
3697;3;"3";3
9438;601;"5";3
4473;910;"6";2
3279;499;"3";2
4379;115;"3";2
7233;5;"6";3
1275;626;"6";3
7264;899;"3";3
4693;892;"5";3
3910;534;"6";2
6537;291;"1";2
7186;320;"4";3
4161;356;"2";3
4852;339;"5";2
8431;574;"2";2
9527;826;"1";3
578;634;"1";3
1939;652;"1";2
1283;949;"1";2
9233;42;"2";3
2937;777;"4";2
54;564;"6";2
2552;918;"4";3
8968;423;"3";2
7040;132;"1";2
8409;629;"1";2
6626;681;"2";3
7389;823;"5";2
3173;619;"2";2
1276;302;"3";3
8681;420;"3";2
4583;218;"4";2
7383;303;"4";3
1064;282;"2";2
9973;39;"5";3
2252;220;"1";3
5694;264;"1";3
2352;410;"1";2
8605;426;"3";2
2178;437;"4";3
9952;791;"2";2
7569;191;"5";3
7607;486;"6";3
4016;378;"6";2
1318;404;"5";3
8721;589;"1";3
4313;344;"3";2
1749;785;"2";2
863;437;"3";2
4548;276;"5";2
6986;82;"6";3
9873;650;"4";2
7947;705;"6";2
5543;269;"1";3
3922;483;"2";3
7802;389;"1";3
482;698;"5";3
7151;322;"3";3
2988;272;"3";3
5294;558;"5";3
159;529;"6";2
4954;311;"1";2
5406;198;"4";2
8709;858;"3";2
8850;37;"5";3
3842;207;"2";3
317;766;"5";2
996;4;"2";3
3432;728;"5";3
6879;230;"2";3
4667;127;"2";2
8772;936;"2";3
4249;368;"2";2
1685;367;"3";2
262;938;"4";2
7001;145;"3";2
1261;76;"1";3
8956;596;"3";2
8248;715;"3";3
6982;283;"6";3
3959;379;"6";2
3613;962;"5";2
7349;842;"6";3
4425;658;"6";2
2207;780;"4";2
8618;893;"1";3
2656;360;"3";3
5271;328;"3";2
9968;402;"5";3
6427;811;"6";2
501;148;"3";3
2249;404;"3";3
8590;826;"6";3
9018;744;"5";3
1113;766;"4";2
3189;929;"1";3
6559;32;"1";3
4249;771;"4";3
6965;939;"2";2
5339;461;"5";3
8024;816;"1";2
6706;809;"1";3
1260;211;"4";3
2552;261;"1";2
1186;198;"1";3
4616;586;"4";2
1043;156;"5";2
1360;296;"6";2
9877;118;"4";2
4614;285;"4";3
5766;628;"6";3
4622;248;"1";3
3408;45;"3";2
7342;713;"1";3
5548;722;"2";3
8898;685;"6";2
7795;113;"6";2
8484;968;"1";2
1503;924;"4";3
4250;913;"5";3
6662;902;"4";3
625;218;"2";3
4274;727;"6";3
4612;624;"2";3
1529;613;"1";2
8513;466;"5";2
3719;634;"5";2
7925;498;"3";2
1396;810;"3";3
7830;39;"4";3
1748;562;"6";3
8149;947;"6";3
7012;135;"5";3
4227;11;"1";3
9314;825;"2";3
9048;649;"1";3
5475;128;"1";3
1955;796;"5";2
6437;650;"6";2
6513;547;"4";3
5266;494;"1";2
6426;660;"1";3
616;132;"2";3
2689;570;"1";3
3280;670;"5";3
4144;778;"3";3
6771;218;"3";3
6166;129;"3";3
6407;110;"5";2
8169;549;"5";2
7154;584;"5";2
426;163;"3";3
5182;801;"3";2
2966;866;"4";3
1721;366;"6";3
9679;721;"5";3
8731;436;"2";2
3833;281;"4";3
7952;369;"5";3
7523;329;"1";3
1845;49;"5";2
6125;597;"1";3
5239;410;"5";3
8730;534;"4";3
9595;762;"2";2
6862;466;"5";3
347;359;"2";3
1388;568;"4";2
3243;312;"6";3
9277;606;"3";2
6849;673;"4";3
720;298;"1";3
8311;145;"3";3
5888;683;"4";3
6538;249;"4";3
2756;838;"3";2
9507;220;"2";2
2889;423;"5";2
3021;457;"4";2
4260;53;"1";3
4709;400;"4";3
1998;96;"2";3
3567;305;"1";3
9737;195;"5";3
841;999;"5";3
1526;813;"3";2
7681;690;"1";3
1372;300;"2";3
5231;319;"2";2
6579;318;"1";2
9461;884;"3";2
4280;31;"4";3
801;257;"3";2
2253;150;"3";3
3353;883;"5";3
1277;630;"6";3
7538;992;"3";2
7230;664;"2";2
9096;189;"6";2
7555;501;"5";2
4787;999;"5";3
4207;919;"1";2
6074;479;"6";3
8909;119;"6";2
3468;21;"1";3
9432;885;"4";3
6715;421;"6";3
5742;894;"3";3
7291;50;"1";3
6105;577;"3";2
3436;993;"1";3
583;570;"1";3
7254;82;"6";2
3122;679;"3";2
5165;692;"4";2
5390;989;"4";3
132;82;"2";2
6176;700;"6";3
5546;487;"6";2
711;908;"2";3
2718;484;"1";2
8729;121;"1";2
5215;238;"3";3
1378;905;"1";2
2956;815;"2";3
2606;851;"4";2
2960;262;"1";3
6016;22;"6";3
4991;469;"6";2
2863;933;"2";3
1349;466;"3";2
573;632;"2";3
7404;587;"4";2
8767;713;"3";3
6735;759;"5";2
901;81;"4";3
8396;608;"6";3
1199;538;"5";2
8150;508;"5";2
4585;26;"1";3
3607;178;"4";3
2246;582;"4";3
8838;148;"4";2
9763;154;"2";2
7085;326;"2";3
5717;336;"1";3
1728;456;"1";3
2969;983;"3";3
4885;563;"1";3
2024;60;"4";2
4248;626;"1";2
7996;431;"6";3
3705;205;"5";3
9997;783;"1";3
9141;343;"5";3
3802;245;"5";2
6339;805;"5";3
2463;609;"4";2
7086;473;"2";3
5596;379;"1";2
4083;94;"4";2
6256;951;"4";2
5096;144;"2";3
3016;7;"1";2
360;523;"2";2
3790;397;"6";2
3547;713;"1";3
9128;695;"1";3
4410;585;"2";3
9404;357;"3";2
7296;743;"4";3
7484;202;"2";2
822;834;"1";3
2052;117;"2";2
9945;877;"6";3
7995;93;"4";3
5078;145;"3";2
818;726;"5";3
7968;461;"3";2
6619;583;"6";2
4397;904;"3";2
1693;225;"4";2
8638;779;"3";2
6586;798;"4";2
4748;89;"5";2
9082;936;"4";2
6556;479;"6";3
2421;927;"2";2
3960;814;"3";3
7408;6;"3";2
4030;679;"3";3
4412;536;"4";2
7573;941;"2";3
1529;296;"2";3
9518;224;"3";3
3547;721;"3";3
2700;933;"3";2
4414;266;"2";2
3752;770;"2";2
5416;338;"5";3
4971;642;"1";3
888;18;"6";2
775;641;"3";3
3803;685;"4";3
511;313;"4";3
2533;268;"1";2
8808;222;"4";3
5426;36;"6";3
2248;415;"3";2
9776;761;"4";2
5024;163;"3";3
1481;896;"5";3
3446;446;"5";3
97;665;"3";2
1576;498;"4";2
4701;346;"6";2
911;492;"2";2
2656;246;"3";3
5731;873;"6";2
128;249;"3";3
7086;196;"2";3
2813;472;"3";2
628;20;"3";3
7274;985;"1";2
4784;579;"5";2
5876;273;"1";2
6499;704;"3";2
8616;9;"5";3
8696;391;"2";2
7275;554;"4";3
7796;553;"2";2
9758;210;"1";3
1792;673;"6";3
6553;400;"6";2
7013;703;"6";3
2576;861;"5";3
6911;373;"2";2
2987;521;"6";2
2709;88;"6";3
1135;637;"1";2
8832;191;"2";2
881;241;"5";2
4591;474;"1";3
6765;848;"2";2
5545;774;"3";3
1670;922;"1";3
9343;911;"4";3
8866;175;"6";3
4541;764;"4";3
1282;183;"1";2
1369;340;"5";3
2196;668;"5";2
324;889;"2";2
1146;848;"5";2
5341;184;"6";3
7574;881;"3";2
8218;913;"4";2
7272;532;"4";3
3759;586;"1";3
1945;380;"4";2
5005;634;"4";2
6502;845;"6";3
9808;357;"1";3
2352;686;"1";3
6184;964;"4";3
4275;446;"4";2
3838;154;"5";3
3581;870;"6";3
1224;108;"4";3
8341;721;"5";2
6626;750;"2";3
6922;132;"1";3
4147;419;"2";3
872;541;"3";2
5754;240;"2";3
9476;693;"3";2
3335;934;"4";2
3443;248;"1";2
9226;153;"6";2
9438;984;"2";3
5460;659;"4";3
8455;589;"6";2
3141;400;"3";2
8378;498;"2";3
4403;755;"4";3
2333;598;"6";2
6510;484;"4";2
4661;748;"1";2
1669;685;"5";2
7154;990;"3";2
4910;850;"5";2
8964;709;"6";2
6796;670;"4";2
4165;343;"1";3
4343;260;"4";2
4865;565;"3";2
1063;918;"4";3
7886;244;"3";3
2342;728;"3";2
5861;116;"1";3
2215;973;"5";3
5034;795;"6";3
8430;717;"3";2
6143;33;"4";2
1526;412;"4";3
8553;33;"6";2
